companyName	projectTitle	projectDescription	emissionsOffset	creditsIssued	financialInfo	projectDocumentation
Voomm	Removal of Infusion Device from Lower Back, Open Approach	Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.	173191	0	Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.	free.fr
Ailane	Beam Radiation of Tongue using Neutron Capture	Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.	762407	0	Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.	zdnet.com
Browseblab	Repair Supernumerary Breast, Percutaneous Approach	Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.	280785	0	In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.	sphinn.com
Katz	Revision of Other Device in GI Tract, Via Opening	Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.	42894	0	Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.	yale.edu
Avaveo	Restriction of R Lacrml Duct with Intralum Dev, Via Opening	Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.	931835	0	Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.	so-net.ne.jp
Vimbo	Plain Radiography of Left Orbit	Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.	377751	0	Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.	earthlink.net
Meevee	Revision of Feeding Device in Up Intest Tract, Via Opening	Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.	800855	0	Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.	gizmodo.com
Dynazzy	Revision of Monitor Dev in Low Intest Tract, Via Opening	Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.	498213	0	Sed ante. Vivamus tortor. Duis mattis egestas metus.	shareasale.com
Oyondu	CT Scan of R Clavicle using Oth Contrast	Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.	503103	0	Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.	hhs.gov
Agivu	Dilation of Thor Aorta Asc, Perc Endo Approach	Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.	474342	0	Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.	jigsy.com
Innojam	Drainage of Gastric Vein with Drain Dev, Perc Endo Approach	Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.	876100	0	Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.	php.net
Kamba	Insertion of Other Device into Upper Jaw, Open Approach	Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.	801092	0	Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.	uol.com.br
Skyble	Insert of Int Fix into L Acromioclav Jt, Perc Endo Approach	Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.	832568	0	Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.	irs.gov
Bluezoom	Insertion of Reservoir into Abd Subcu/Fascia, Perc Approach	Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.	882015	0	Phasellus in felis. Donec semper sapien a libero. Nam dui.	ox.ac.uk
Jabbersphere	Fusion Lumsac Jt w Autol Sub, Post Appr P Col, Open	Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.	680389	0	Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.	bloomberg.com
Vidoo	Bypass Abdominal Aorta to L Renal A, Perc Endo Approach	Phasellus in felis. Donec semper sapien a libero. Nam dui.	103196	0	Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.	nifty.com
Fiveclub	Resection of Bilateral Ovaries, Via Opening	Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.	67412	0	Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.	gov.uk
Skinte	Detachment at Right 4th Toe, Low, Open Approach	Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.	678186	0	Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.	mtv.com
Gabspot	Extirpate matter from Sup Mesent Art, Bifurc, Open	Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.	605305	0	Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.	icq.com
Demizz	Bypass R Subclav Art to Bi Low Arm Art w Autol Vn, Open	Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.	14376	0	Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.	webs.com
Divanoodle	Removal of Drain Dev from Pancreat Duct, Extern Approach	Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.	920818	0	Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.	gov.uk
Jabbersphere	Extraction of Perineum Bursa/Lig, Perc Endo Approach	Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.	935300	0	Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.	multiply.com
Topicshots	Excision of Left Inguinal Region, Open Approach, Diagnostic	Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.	36411	0	Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.	aol.com
Thoughtbridge	Insertion of Intralum Dev into Innom Art, Perc Approach	Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.	647350	0	Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.	quantcast.com
Skyble	Resection of Liver, Open Approach	Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.	405831	0	Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.	paypal.com
Divape	Extirpation of Matter from R Sacroiliac Jt, Perc Approach	Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.	771344	0	Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.	thetimes.co.uk
Mita	Removal of Synth Sub from C-thor Jt, Open Approach	Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.	541776	0	Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.	google.cn
Miboo	Removal of Drainage Device from Brain, External Approach	Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.	631949	0	Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.	t-online.de
Realpoint	Bypass Up Esophag to Cutan w Nonaut Sub, Perc Endo	Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.	433732	0	Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.	sciencedaily.com
Skivee	Bypass L Fallopian Tube to R Fallop w Synth Sub, Open	Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.	659013	0	Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.	xing.com
Zoomlounge	Bypass 1 Cor Art from L Int Mammary w Autol Art, Perc Endo	In congue. Etiam justo. Etiam pretium iaculis justo.	666753	0	Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.	omniture.com
Wordtune	Revision of Synth Sub in Low Muscle, Perc Approach	Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.	319721	0	Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.	shop-pro.jp
Aimbu	Restriction of Esophageal Vein, Percutaneous Approach	Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.	502060	0	Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.	addthis.com
Zoonoodle	Supplement Left Glenoid Cavity with Synth Sub, Open Approach	Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.	476905	0	Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.	nasa.gov
Kazu	Destruction of Sigmoid Colon, Percutaneous Approach	Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.	916189	0	Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.	theatlantic.com
Buzzster	Planar Nuclear Medicine Imaging of Abdomen using Indium 111	Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.	438568	0	Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.	independent.co.uk
Meevee	Fluoroscopy R Low Extrem Vein w L Osm Contrast, Guidance	Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.	381624	0	Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.	wp.com
Browsezoom	Dilation of Lower Artery, Bifurcation, Perc Endo Approach	Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.	607642	0	Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.	rakuten.co.jp
Zooxo	Destruction of Cystic Duct, Percutaneous Approach	Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.	119427	0	Phasellus in felis. Donec semper sapien a libero. Nam dui.	meetup.com
Brainsphere	Bypass Intracranial Artery to Intracran Art, Open Approach	Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.	275733	0	In congue. Etiam justo. Etiam pretium iaculis justo.	smugmug.com
Devcast	Ultrasonography of Bilateral Ureters	Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.	905588	0	Fusce consequat. Nulla nisl. Nunc nisl.	devhub.com
Twitterworks	Extirpation of Matter from Chordae Tendineae, Perc Approach	Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.	841027	0	Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.	cdbaby.com
Yacero	Dilation of L Verteb Art with 2 Drug-elut, Perc Approach	Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.	244135	0	Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.	sciencedaily.com
Babblestorm	HDR Brachytherapy of Diaphragm using Californium 252	Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.	836479	0	Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.	myspace.com
Twitterwire	Extirpate matter from R Zygomatic Bone, Perc Endo	Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.	600858	0	Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.	rediff.com
Meetz	Resection of Urethra, Via Natural or Artificial Opening	Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.	585044	0	Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.	hugedomains.com
Gigashots	Beam Radiation of Cervix using Photons <1 MeV	Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.	124678	0	Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.	163.com
Brightbean	Removal of Extralum Dev from Low Vein, Perc Endo Approach	Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.	229975	0	Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.	indiegogo.com
Tagchat	Excision of Left Metatarsal, Percutaneous Approach, Diagn	Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.	941672	0	Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.	1688.com
Fanoodle	Drainage of R Up Leg Subcu/Fascia, Open Approach, Diagn	Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.	525253	0	Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.	umich.edu
